citekey,entry_type,author,year,title,venue,doi,url,arxiv,pmid,acl_id,category,collection,tags,task,languages,factuality_mechanism,bangla_relevance,inclusion_role,verification_status,source_note,note
aromataris2020_jbi_manual_evidence,book,"Aromataris, Edoardo and Munn, Zachary",2020,JBI Manual for Evidence Synthesis,JBI Manual for Evidence Synthesis,10.46658/JBIMES-20-01,https://synthesismanual.jbi.global,,,,08_Systematic_Review_Methods,08_Systematic_Review_Methods,JBI;systematic-review,methodology,n/a,none,not_applicable,method,doi_present_needs_crossref_check,manual_seed,
hong2018_mixed_appraisal_tool,misc,"Hong, Quan Nha and Pluye, Pierre and Fàbregues, Sergi and Bartlett, Gillian and Boardman, Felicity and Cargo, Margaret and Dagenais, Pierre and Gagnon, Marie-Pierre and Griffiths, Frances and Nicolau, Belinda and O'Cathain, Alicia and Rousseau, Marie-Claude and Vedel, Isabelle",2018,"Mixed Methods Appraisal Tool (MMAT), Version 2018",User guide,,http://mixedmethodsappraisaltoolpublic.pbworks.com/,,,,08_Systematic_Review_Methods,08_Systematic_Review_Methods,mixed-methods;risk-of-bias,methodology,n/a,none,not_applicable,method,url_stable_no_doi,manual_seed,
devlin2019_bert_pre_training,inproceedings,"Devlin, Jacob and Chang, Ming-Wei and Lee, Kenton and Toutanova, Kristina",2019,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,Proceedings of NAACL-HLT 2019,10.18653/v1/N19-1423,https://aclanthology.org/N19-1423/,1810.04805,,N19-1423,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,BERT;language-model,pretraining,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
raffel2020_exploring_limits_transfer,article,"Raffel, Colin and Shazeer, Noam and Roberts, Adam and Lee, Katherine and Narang, Sharan and Matena, Michael and Zhou, Yanqi and Li, Wei and Liu, Peter J.",2020,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,Journal of Machine Learning Research,,https://jmlr.org/papers/v21/20-074.html,,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,T5;language-model;seq2seq,pretraining,en,none,not_applicable,background,url_stable_no_doi,manual_seed,
lewis2020_bart_denoising_sequence,inproceedings,"Lewis, Mike and Liu, Yinhan and Goyal, Naman and Ghazvininejad, Marjan and Mohamed, Abdelrahman and Levy, Omer and Stoyanov, Veselin and Zettlemoyer, Luke",2020,"BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",Proceedings of ACL 2020,10.18653/v1/2020.acl-main.703,https://aclanthology.org/2020.acl-main.703/,,,2020.acl-main.703,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,BART;language-model;seq2seq,pretraining,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
xue2021_mt5_massively_multilingual,inproceedings,"Xue, Linting and Constant, Noah and Roberts, Adam and Kale, Mihir and Al-Rfou, Rami and Siddhant, Aditya and Barua, Aditya and Raffel, Colin",2021,mT5: A Massively Multilingual Pre-trained Text-to-Text Transformer,Proceedings of NAACL-HLT 2021,10.18653/v1/2021.naacl-main.41,https://aclanthology.org/2021.naacl-main.41/,,,2021.naacl-main.41,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,language-model;mT5;multilingual,pretraining,101,none,transferable,background,doi_structurally_verified_from_source,manual_seed,
liu2020_multilingual_denoising_pre,article,"Liu, Yinhan and Gu, Jiatao and Goyal, Naman and Li, Xian and Edunov, Sergey and Ghazvininejad, Marjan and Lewis, Mike and Zettlemoyer, Luke",2020,Multilingual Denoising Pre-training for Neural Machine Translation,Transactions of the Association for Computational Linguistics,10.1162/tacl_a_00343,https://aclanthology.org/2020.tacl-1.47/,,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,language-model;mBART;multilingual,pretraining;MT,multilingual,none,transferable,background,doi_structurally_verified_from_source,manual_seed,
conneau2020_unsupervised_cross_lingual,inproceedings,"Conneau, Alexis and Khandelwal, Kartikay and Goyal, Naman and Chaudhary, Vishrav and Wenzek, Guillaume and Guzmán, Francisco and Grave, Edouard and Ott, Myle and Zettlemoyer, Luke and Stoyanov, Veselin",2020,Unsupervised Cross-lingual Representation Learning at Scale,Proceedings of ACL 2020,10.18653/v1/2020.acl-main.747,https://aclanthology.org/2020.acl-main.747/,,,2020.acl-main.747,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,XLM-R;language-model;multilingual,pretraining,100,none,transferable,background,doi_structurally_verified_from_source,manual_seed,
pfeiffer2020_mad_x_adapter,inproceedings,"Pfeiffer, Jonas and Vulić, Ivan and Gurevych, Iryna and Ruder, Sebastian",2020,MAD-X: An Adapter-Based Framework for Multi-Task Cross-Lingual Transfer,Proceedings of EMNLP 2020,10.18653/v1/2020.emnlp-main.617,https://aclanthology.org/2020.emnlp-main.617/,,,2020.emnlp-main.617,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,adapters;cross-lingual;low-resource,transfer-learning,multilingual,none,transferable,supporting,doi_structurally_verified_from_source,manual_seed,
houlsby2019_parameter_efficient_transfer,inproceedings,"Houlsby, Neil and Giurgiu, Andrei and Jastrzębski, Stanisław and Morrone, Bruna and de Laroussilhe, Quentin and Gesmundo, Andrea and Attariyan, Mona and Gelly, Sylvain",2019,Parameter-Efficient Transfer Learning for NLP,Proceedings of ICML 2019,,https://proceedings.mlr.press/v97/houlsby19a.html,,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,adapters;transfer-learning,transfer-learning,multilingual,none,not_applicable,background,url_stable_no_doi,manual_seed,
hu2022_lora_low_rank,inproceedings,"Hu, Edward J. and Shen, Yelong and Wallis, Phillip and Allen-Zhu, Zeyuan and Li, Yuanzhi and Wang, Shean and Wang, Lu and Chen, Weizhu",2022,LoRA: Low-Rank Adaptation of Large Language Models,International Conference on Learning Representations,,https://openreview.net/forum?id=nZeVKeeFYf9,2106.09685,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,LoRA;llm;parameter-efficient,fine-tuning,multilingual,none,not_applicable,background,arxiv_stable_no_doi,manual_seed,
joshi2020_state_fate_linguistic,inproceedings,"Joshi, Pratik and Santy, Sebastin and Budhiraja, Amar and Bali, Kalika and Choudhury, Monojit",2020,The State and Fate of Linguistic Diversity and Inclusion in the NLP World,Proceedings of ACL 2020,10.18653/v1/2020.acl-main.560,https://aclanthology.org/2020.acl-main.560/,,,2020.acl-main.560,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,linguistic-diversity;low-resource;survey,survey,multilingual,none,transferable,background,doi_structurally_verified_from_source,manual_seed,
ruder2019_cross_lingual_word,article,"Ruder, Sebastian and Vulić, Ivan and Søgaard, Anders",2019,A Survey of Cross-lingual Word Embedding Models,Journal of Artificial Intelligence Research,10.1613/jair.1.11640,https://www.jair.org/index.php/jair/article/view/11640,,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,cross-lingual;survey,survey,multilingual,none,not_applicable,background,doi_present_needs_crossref_check,manual_seed,
lauscher2020_zero_hero_limitations,inproceedings,"Lauscher, Anne and Ravishankar, Vinit and Vulić, Ivan and Glavaš, Goran",2020,From Zero to Hero: On the Limitations of Zero-Shot Cross-Lingual Transfer with Multilingual Transformers,Proceedings of EMNLP 2020,10.18653/v1/2020.emnlp-main.363,https://aclanthology.org/2020.emnlp-main.363/,,,2020.emnlp-main.363,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,cross-lingual;low-resource;zero-shot,transfer-learning,multilingual,none,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
touvron2023_llama_2_open,misc,"Touvron, Hugo and Martin, Louis and Stone, Kevin and Albert, Peter and Almahairi, Amjad and Babaei, Yasmine and Bashlykov, Nikolay and Batra, Soumya and Bhargava, Prajjwal and Bhosale, Shruti and others",2023,Llama 2: Open Foundation and Fine-Tuned Chat Models,arXiv preprint,,https://arxiv.org/abs/2307.09288,2307.09288,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
dubey2024_llama_3_herd,misc,"Dubey, Abhimanyu and Jauhri, Abhinav and Pandey, Abhinav and Kadian, Abhishek and Al-Dahle, Ahmad and Letman, Aiesha and Mathur, Akhil and Schelten, Alan and Yang, Amy and Fan, Angela and others",2024,The Llama 3 Herd of Models,arXiv preprint,,https://arxiv.org/abs/2407.21783,2407.21783,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
yang2024_qwen2_5_technical,misc,"Yang, An and Yang, Baosong and Zhang, Binyuan and Hui, Binyuan and Zheng, Bo and Yu, Bowen and Li, Chengyuan and Liu, Dayiheng and Huang, Fei and Wei, Haoran and others",2024,Qwen2.5 Technical Report,arXiv preprint,,https://arxiv.org/abs/2412.15115,2412.15115,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
team2024_gemma_open_gemini,misc,"Team, Gemma and Mesnard, Thomas and Hardin, Cassidy and Dadashi, Robert and Bhupatiraju, Surya and Pathak, Shreya and Sifre, Laurent and Rivière, Morgane and Kale, Mihir Sanjay and Love, Juliette and others",2024,Gemma: Open Models Based on Gemini Research and Technology,arXiv preprint,,https://arxiv.org/abs/2403.08295,2403.08295,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
team2024_gemma_2_improving,misc,"Team, Gemma and others",2024,Gemma 2: Improving Open Language Models at a Practical Size,arXiv preprint,,https://arxiv.org/abs/2408.00118,2408.00118,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
jiang2023_mistral_7b,misc,"Jiang, Albert Q. and Sablayrolles, Alexandre and Mensch, Arthur and Bamford, Chris and Chaplot, Devendra Singh and Casas, Diego de las and Bressand, Florian and Lengyel, Gianna and Lample, Guillaume and Saulnier, Lucile and others",2023,Mistral 7B,arXiv preprint,,https://arxiv.org/abs/2310.06825,2310.06825,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,baseline;llm,language-model,multilingual,none,not_applicable,baseline,arxiv_stable_no_doi,manual_seed,
dettmers2023_qlora_efficient_finetuning,inproceedings,"Dettmers, Tim and Pagnoni, Artidoro and Holtzman, Ari and Zettlemoyer, Luke",2023,QLoRA: Efficient Finetuning of Quantized LLMs,Advances in Neural Information Processing Systems,,https://arxiv.org/abs/2305.14314,2305.14314,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,QLoRA;fine-tuning;llm,fine-tuning,multilingual,none,not_applicable,supporting,arxiv_stable_no_doi,manual_seed,
dettmers2022_llm_int8_8,inproceedings,"Dettmers, Tim and Lewis, Mike and Belkada, Younes and Zettlemoyer, Luke",2022,LLM.int8(): 8-bit Matrix Multiplication for Transformers at Scale,Advances in Neural Information Processing Systems,,https://arxiv.org/abs/2208.07339,2208.07339,,,10_LLM_Backbones_LowResource,10_LLM_Backbones_LowResource,llm;quantization,deployment,multilingual,none,not_applicable,supporting,arxiv_stable_no_doi,manual_seed,
johnson2016_mimic_iii_freely,article,"Johnson, Alistair E. W. and Pollard, Tom J. and Shen, Lu and Lehman, Li-wei H. and Feng, Mengling and Ghassemi, Mohammad and Moody, Benjamin and Szolovits, Peter and Celi, Leo Anthony and Mark, Roger G.",2016,"MIMIC-III, A Freely Accessible Critical Care Database",Scientific Data,10.1038/sdata.2016.35,https://www.nature.com/articles/sdata201635,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,MIMIC;clinical;dataset,resource,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
johnson2023_mimic_iv_freely,article,"Johnson, Alistair E. W. and Bulgarelli, Lucas and Shen, Lu and Gayles, Alvin and Shammout, Ayad and Horng, Steven and Pollard, Tom J. and Hao, Sicheng and Moody, Benjamin and Gow, Brian and Lehman, Li-wei H. and Celi, Leo Anthony and Mark, Roger G.",2023,"MIMIC-IV, A Freely Accessible Electronic Health Record Dataset",Scientific Data,10.1038/s41597-022-01899-x,https://www.nature.com/articles/s41597-022-01899-x,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,MIMIC;clinical;dataset,resource,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
irvin2019_chexpert_chest_radiograph,inproceedings,"Irvin, Jeremy and Rajpurkar, Pranav and Ko, Michael and Yu, Yifan and Ciurea-Ilcus, Silviana and Chute, Chris and Marklund, Henrik and Haghgoo, Behzad and Ball, Robyn and Shpanskaya, Katie and Seekins, Jayne and Mong, David A. and Halabi, Safwan S. and Sandberg, Jill K. and Jones, Ricky and Larson, David B. and Langlotz, Curtis P. and Patel, Bhavik N. and Lungren, Matthew P. and Ng, Andrew Y.",2019,CheXpert: A Large Chest Radiograph Dataset with Uncertainty Labels and Expert Comparison,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v33i01.3301590,https://ojs.aaai.org/index.php/AAAI/article/view/3834,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,clinical;dataset;radiology,resource,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
bustos2020_padchest_chest_x,article,"Bustos, Aurelia and Pertusa, Antonio and Salinas, José-María and de la Iglesia-Vayá, María",2020,PadChest: A Large Chest X-Ray Image Dataset with Multi-label Annotated Reports,Medical Image Analysis,10.1016/j.media.2020.101797,https://doi.org/10.1016/j.media.2020.101797,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,clinical;dataset;radiology,resource,es,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
demnerfushman2016_preparing_collection_radiology,article,"Demner-Fushman, Dina and Kohli, Marc D. and Rosenman, Marc B. and Shooshan, Sonya E. and Rodriguez, Laritza and Antani, Sameer and Thoma, George R. and McDonald, Clement J.",2016,Preparing a Collection of Radiology Examinations for Distribution and Retrieval,Journal of the American Medical Informatics Association,10.1093/jamia/ocv080,https://academic.oup.com/jamia/article/23/2/304/2379821,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,OpenI;clinical;dataset;radiology,resource,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
uzuner2011_2010_i2b2_va,article,"Uzuner, Özlem and South, Brett R. and Shen, Shuying and DuVall, Scott L.",2011,"2010 i2b2/VA Challenge on Concepts, Assertions, and Relations in Clinical Text",Journal of the American Medical Informatics Association,10.1136/amiajnl-2011-000203,https://academic.oup.com/jamia/article/18/5/552/829599,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,NER;clinical;dataset;relation-extraction,NER;relation-extraction,en,relations,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
uzuner2007_evaluating_state_art,article,"Uzuner, Özlem and Luo, Yuan and Szolovits, Peter",2007,Evaluating the State-of-the-Art in Automatic De-identification,Journal of the American Medical Informatics Association,10.1197/jamia.M2444,https://academic.oup.com/jamia/article/14/5/550/790429,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,clinical;dataset;de-identification,de-identification,en,none,not_applicable,background,doi_present_needs_crossref_check,manual_seed,
henry2020_2018_n2c2_shared,article,"Henry, Sam and Buchan, Kevin and Filannino, Michele and Stubbs, Amber and Uzuner, Özlem",2020,2018 n2c2 Shared Task on Adverse Drug Events and Medication Extraction in Electronic Health Records,Journal of the American Medical Informatics Association,10.1093/jamia/ocz166,https://academic.oup.com/jamia/article/27/1/3/5580141,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,NER;clinical;dataset;medication,NER;relation-extraction,en,entity_preservation,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
soysal2018_clamp_toolkit_efficiently,article,"Soysal, Ergin and Wang, Jingqi and Jiang, Min and Wu, Yonghui and Pakhomov, Serguei and Liu, Hongfang and Xu, Hua",2018,CLAMP: A Toolkit for Efficiently Building Customized Clinical Natural Language Processing Pipelines,Journal of the American Medical Informatics Association,10.1093/jamia/ocx132,https://academic.oup.com/jamia/article/25/3/331/4645808,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,NER;clinical;toolkit,clinical-NLP,en,entity_preservation,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
savova2010_mayo_clinical_text,article,"Savova, Guergana K. and Masanz, James J. and Ogren, Philip V. and Zheng, Jiaping and Sohn, Sunghwan and Kipper-Schuler, Karin C. and Chute, Christopher G.",2010,"Mayo Clinical Text Analysis and Knowledge Extraction System (cTAKES): Architecture, Component Evaluation and Applications",Journal of the American Medical Informatics Association,10.1136/jamia.2009.001560,https://academic.oup.com/jamia/article/17/5/507/830823,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,cTAKES;clinical;toolkit,clinical-NLP,en,entity_preservation,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
aronson2010_overview_metamap_historical,article,"Aronson, Alan R. and Lang, François-Michel",2010,An Overview of MetaMap: Historical Perspective and Recent Advances,Journal of the American Medical Informatics Association,10.1136/jamia.2009.002733,https://academic.oup.com/jamia/article/17/3/229/830689,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,MetaMap;UMLS;clinical;toolkit,entity-linking,en,entity_preservation,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
luo2022_natural_language_processing,article,"Luo, Yen-Fu and Henry, Sam and Uzuner, Özlem and Szolovits, Peter",2022,Natural Language Processing for EHR-Based Computational Phenotyping,IEEE/ACM Transactions on Computational Biology and Bioinformatics,10.1109/TCBB.2020.3014350,https://doi.org/10.1109/TCBB.2020.3014350,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,clinical;phenotyping;survey,survey,en,none,not_applicable,background,doi_present_needs_crossref_check,manual_seed,
wang2018_clinical_information_extraction,article,"Wang, Yanshan and Wang, Liwei and Rastegar-Mojarad, Majid and Moon, Sungrim and Shen, Feichen and Afzal, Naveed and Liu, Sijia and Zeng, Yuanshan and Mehrabi, Saeed and Sohn, Sunghwan and Liu, Hongfang",2018,Clinical Information Extraction Applications: A Literature Review,Journal of Biomedical Informatics,10.1016/j.jbi.2017.11.011,https://www.sciencedirect.com/science/article/pii/S1532046417302563,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,clinical;information-extraction;review,survey,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
jensen2012_mining_electronic_health,article,"Jensen, Peter B. and Jensen, Lars J. and Brunak, Søren",2012,Mining Electronic Health Records: Towards Better Research Applications and Clinical Care,Nature Reviews Genetics,10.1038/nrg3208,https://www.nature.com/articles/nrg3208,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,EHR;clinical;review,background,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
shickel2018_deep_ehr_recent,article,"Shickel, Benjamin and Tighe, Patrick J. and Bihorac, Azra and Rashidi, Parisa",2018,Deep EHR: A Survey of Recent Advances in Deep Learning Techniques for Electronic Health Record Analysis,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2017.2767063,https://doi.org/10.1109/JBHI.2017.2767063,,,,11_Clinical_NLP_Datasets,11_Clinical_NLP_Datasets,EHR;clinical;deep-learning;survey,survey,en,none,not_applicable,background,doi_present_needs_crossref_check,manual_seed,
wallace2016_extracting_pico_sentences,article,"Wallace, Byron C. and Kuiper, Joël and Sharma, Aakash and Zhu, Mingxi and Marshall, Iain J.",2016,Extracting PICO Sentences from Clinical Trial Reports Using Supervised Distant Supervision,Journal of Machine Learning Research,,https://jmlr.org/papers/v17/15-231.html,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,PICO;clinical;evidence-synthesis,information-extraction,en,none,not_applicable,background,url_stable_no_doi,manual_seed,
marshall2015_automating_risk_bias,inproceedings,"Marshall, Iain J. and Kuiper, Joël and Wallace, Byron C.",2015,Automating Risk of Bias Assessment for Clinical Trials,"Proceedings of the 5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics",10.1145/2649387.2649444,https://doi.org/10.1145/2649387.2649444,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,NLP;clinical-trials;risk-of-bias,information-extraction,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
lehman2019_inferring_which_medical,inproceedings,"Lehman, Eric and DeYoung, Jay and Barzilay, Regina and Wallace, Byron C.",2019,Inferring Which Medical Treatments Work from Reports of Clinical Trials,Proceedings of NAACL 2019,10.18653/v1/N19-1371,https://aclanthology.org/N19-1371/,,,N19-1371,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,NLP;clinical;evidence,information-extraction,en,relations,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
wallace2012_deploying_interactive_machine,inproceedings,"Wallace, Byron C. and Small, Kevin and Brodley, Carla E. and Lau, Joseph and Trikalinos, Thomas A.",2012,Deploying an Interactive Machine Learning System in an Evidence-based Practice Center,Proceedings of the 2nd ACM SIGHIT International Health Informatics Symposium,10.1145/2110363.2110397,https://doi.org/10.1145/2110363.2110397,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,evidence-synthesis;screening;systematic-review,screening,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
mishra2014_text_summarization_biomedical,article,"Mishra, Rahul and Bian, Jiang and Fiszman, Marcelo and Weir, Charlene R. and Jonnalagadda, Siddhartha R. and Mostafa, Javed and Del Fiol, Guilherme",2014,Text Summarization in the Biomedical Domain: A Systematic Review of Recent Research,Journal of Biomedical Informatics,10.1016/j.jbi.2014.06.009,https://www.sciencedirect.com/science/article/pii/S1532046414001253,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,biomedical;summarization;systematic-review,survey,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
afantenos2005_summarization_medical_documents,article,"Afantenos, Stergos D. and Karkaletsis, Vangelis and Stamatopoulos, Panagiotis",2005,Summarization from Medical Documents: A Survey,Artificial Intelligence in Medicine,10.1016/j.artmed.2004.07.017,https://doi.org/10.1016/j.artmed.2004.07.017,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,medical;summarization;survey,survey,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
demnerfushman2007_answering_clinical_questions,article,"Demner-Fushman, Dina and Lin, Jimmy",2007,Answering Clinical Questions with Knowledge-Based and Statistical Techniques,Computational Linguistics,10.1162/coli.2007.33.1.63,https://aclanthology.org/J07-1003/,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,clinical;knowledge;qa,QA,en,retrieval_grounding,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
nallapati2016_abstractive_text_summarization,inproceedings,"Nallapati, Ramesh and Zhou, Bowen and dos Santos, Cícero and Gulçehre, Çaglar and Xiang, Bing",2016,Abstractive Text Summarization Using Sequence-to-Sequence RNNs and Beyond,Proceedings of the 20th SIGNLL Conference on Computational Natural Language Learning,10.18653/v1/K16-1028,https://aclanthology.org/K16-1028/,,,K16-1028,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,seq2seq;summarization,summarization,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
see2017_get_point_summarization,inproceedings,"See, Abigail and Liu, Peter J. and Manning, Christopher D.",2017,Get To The Point: Summarization with Pointer-Generator Networks,Proceedings of ACL 2017,10.18653/v1/P17-1099,https://aclanthology.org/P17-1099/,,,P17-1099,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,pointer-generator;summarization,summarization,en,copy_mechanism,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
narayan2018_don_t_give,inproceedings,"Narayan, Shashi and Cohen, Shay B. and Lapata, Mirella",2018,"Don't Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization",Proceedings of EMNLP 2018,10.18653/v1/D18-1206,https://aclanthology.org/D18-1206/,,,D18-1206,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,XSum;dataset;summarization,summarization,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
grusky2018_newsroom_1_3,inproceedings,"Grusky, Max and Naaman, Mor and Artzi, Yoav",2018,Newsroom: A Dataset of 1.3 Million Summaries with Diverse Extractive Strategies,Proceedings of NAACL 2018,10.18653/v1/N18-1065,https://aclanthology.org/N18-1065/,,,N18-1065,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,dataset;summarization,summarization,en,none,not_applicable,background,doi_structurally_verified_from_source,manual_seed,
zhang2020_pegasus_pre_training,inproceedings,"Zhang, Jingqing and Zhao, Yao and Saleh, Mohammad and Liu, Peter J.",2020,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,Proceedings of ICML 2020,,https://proceedings.mlr.press/v119/zhang20ae.html,1912.08777,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,pretraining;summarization,summarization,en,none,not_applicable,background,arxiv_stable_no_doi,manual_seed,
gidiotis2020_divide_conquer_summarization,article,"Gidiotis, Alexios and Tsoumakas, Grigorios",2020,A Divide-and-Conquer Approach to the Summarization of Long Documents,"IEEE/ACM Transactions on Audio, Speech, and Language Processing",10.1109/TASLP.2020.2975938,https://doi.org/10.1109/TASLP.2020.2975938,,,,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,long-documents;summarization,summarization,en,none,not_applicable,supporting,doi_present_needs_crossref_check,manual_seed,
cohan2018_discourse_aware_attention,inproceedings,"Cohan, Arman and Dernoncourt, Franck and Kim, Doo Soon and Bui, Trung and Kim, Seokhwan and Chang, Walter and Goharian, Nazli",2018,A Discourse-Aware Attention Model for Abstractive Summarization of Long Documents,Proceedings of NAACL 2018,10.18653/v1/N18-2097,https://aclanthology.org/N18-2097/,,,N18-2097,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,long-documents;scientific;summarization,summarization,en,none,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
sotudeh2019_generating_extended_summaries,inproceedings,"Sotudeh, Sajad and Goharian, Nazli",2019,On Generating Extended Summaries of Long Documents,Proceedings of W-NUT 2019,10.18653/v1/D19-5520,https://aclanthology.org/D19-5520/,,,D19-5520,12_Clinical_Summarization_Health_Literacy,12_Clinical_Summarization_Health_Literacy,long-documents;summarization,summarization,en,none,not_applicable,supporting,doi_structurally_verified_from_source,manual_seed,
